"State"|"ST_CEN_CD"|"District"|"DT_CEN_CD"|"TRU"|"Households"|"Latrines"|"latrinepercent"
"Tamil Nadu"|33|"Ariyalur "|616|"Total"|198106|35933|18%
"Tamil Nadu"|33|"Ariyalur "|616|"Rural"|176818|25021|14%
"Tamil Nadu"|33|"Ariyalur "|616|"Urban"|21288|10912|51%
"Tamil Nadu"|33|"Cuddalore "|617|"Total"|637422|230004|36%
"Tamil Nadu"|33|"Cuddalore "|617|"Rural"|425191|84489|20%
"Tamil Nadu"|33|"Cuddalore "|617|"Urban"|21231|145515|685%
"Tamil Nadu"|33|"Nagapattinam"|618|"Total"|412656|163184|40%
"Tamil Nadu"|33|"Nagapattinam"|618|"Rural"|323340|100925|31%
"Tamil Nadu"|33|"Nagapattinam"|618|"Urban"|89316|62259|70%
"Tamil Nadu"|33|"Thiruvarur"|619|"Total"|327971|130231|40%
"Tamil Nadu"|33|"Thiruvarur"|619|"Rural"|262679|82723|31%
"Tamil Nadu"|33|"Thiruvarur"|619|"Urban"|65292|47508|73%
"Tamil Nadu"|33|"Thanjavur"|620|"Total"|605074|272623|45%
"Tamil Nadu"|33|"Thanjavur"|620|"Rural"|391191|112661|29%
"Tamil Nadu"|33|"Thanjavur"|620|"Urban"|213883|159962|75%
"Tamil Nadu"|33|"Pudukkottai"|621|"Total"|390628|109247|28%
"Tamil Nadu"|33|"Pudukkottai"|621|"Rural"|312868|55329|18%
"Tamil Nadu"|33|"Pudukkottai"|621|"Urban"|77760|53918|69%
"Tamil Nadu"|33|"Sivaganga"|622|"Total"|341960|139173|41%
"Tamil Nadu"|33|"Sivaganga"|622|"Rural"|236937|56697|24%
"Tamil Nadu"|33|"Sivaganga"|622|"Urban"|105023|82476|79%
"Tamil Nadu"|33|"Madurai"|623|"Total"|797939|472221|59%
"Tamil Nadu"|33|"Madurai"|623|"Rural"|319126|65964|21%
"Tamil Nadu"|33|"Madurai"|623|"Urban"|478813|406257|85%
"Tamil Nadu"|33|"Theni"|624|"Total"|340965|134167|39%
"Tamil Nadu"|33|"Theni"|624|"Rural"|158207|39224|25%
"Tamil Nadu"|33|"Theni"|624|"Urban"|182758|94943|52%
"Tamil Nadu"|33|"Virudhunagar"|625|"Total"|540132|167021|31%
"Tamil Nadu"|33|"Virudhunagar"|625|"Rural"|266882|38947|15%
"Tamil Nadu"|33|"Virudhunagar"|625|"Urban"|273250|128074|47%
"Tamil Nadu"|33|"Ramanathapuram"|626|"Total"|328955|120474|37%
"Tamil Nadu"|33|"Ramanathapuram"|626|"Rural"|232147|52135|22%
"Tamil Nadu"|33|"Ramanathapuram"|626|"Urban"|96808|68339|71%
"Tamil Nadu"|33|"Thoothukkudi"|627|"Total"|464324|232062|50%
"Tamil Nadu"|33|"Thoothukkudi"|627|"Rural"|239037|67404|28%
"Tamil Nadu"|33|"Thoothukkudi"|627|"Urban"|225287|164658|73%
"Tamil Nadu"|33|"Tirunelveli"|628|"Total"|820327|390799|48%
"Tamil Nadu"|33|"Tirunelveli"|628|"Rural"|422597|140433|33%
"Tamil Nadu"|33|"Tirunelveli"|628|"Urban"|397730|250366|63%
"Tamil Nadu"|33|"Kanniyakumari"|629|"Total"|489201|427853|87%
"Tamil Nadu"|33|"Kanniyakumari"|629|"Rural"|86390|71816|83%
"Tamil Nadu"|33|"Kanniyakumari"|629|"Urban"|402811|356037|88%
"Tamil Nadu"|33|"Dharmapuri"|630|"Total"|380924|72402|19%
"Tamil Nadu"|33|"Dharmapuri"|630|"Rural"|315563|33840|11%
"Tamil Nadu"|33|"Dharmapuri"|630|"Urban"|65361|38562|59%
"Tamil Nadu"|33|"Krishnagiri "|631|"Total"|450062|148607|33%
"Tamil Nadu"|33|"Krishnagiri "|631|"Rural"|344807|66210|19%
"Tamil Nadu"|33|"Krishnagiri "|631|"Urban"|105255|82397|78%
"Tamil Nadu"|33|"Coimbatore"|632|"Total"|945943|630809|67%
"Tamil Nadu"|33|"Coimbatore"|632|"Rural"|237155|78982|33%
"Tamil Nadu"|33|"Coimbatore"|632|"Urban"|708788|551827|78%
"Tamil Nadu"|33|"Tiruppur"|633|"Total"|700706|400593|57%
"Tamil Nadu"|33|"Tiruppur"|633|"Rural"|283140|87605|31%
"Tamil Nadu"|33|"Tiruppur"|633|"Urban"|417566|312988|75%
"Tripura"|16|"West Tripura"|289|"Total"|403470|365146|91%
"Tripura"|16|"West Tripura"|289|"Rural"|238261|203076|85%
"Tripura"|16|"West Tripura"|289|"Urban"|165209|162070|98%
"Tripura"|16|"South Tripura"|290|"Total"|205283|174397|85%
"Tripura"|16|"South Tripura"|290|"Rural"|173665|143409|83%
"Tripura"|16|"South Tripura"|290|"Urban"|31618|30988|98%
"Tripura"|16|"Dhalai"|291|"Total"|83097|58161|70%
"Tripura"|16|"Dhalai"|291|"Rural"|73160|48584|66%
"Tripura"|16|"Dhalai"|291|"Urban"|9937|9577|96%
"Tripura"|16|"North Tripura"|292|"Total"|150931|127388|84%
"Tripura"|16|"North Tripura"|292|"Rural"|122693|99984|81%
"Tripura"|16|"North Tripura"|292|"Urban"|28238|27404|97%
"Uttar Pradesh"|9|"Saharanpur"|132|"Total"|588976|343084|58%
"Uttar Pradesh"|9|"Saharanpur"|132|"Rural"|404600|173416|43%
"Uttar Pradesh"|9|"Saharanpur"|132|"Urban"|184376|169668|92%
"Uttar Pradesh"|9|"Muzaffarnagar"|133|"Total"|681387|449383|66%
"Uttar Pradesh"|9|"Muzaffarnagar"|133|"Rural"|481057|263896|55%
"Uttar Pradesh"|9|"Muzaffarnagar"|133|"Urban"|200330|185487|93%
"Uttar Pradesh"|9|"Bijnor"|134|"Total"|628808|380737|61%
"Uttar Pradesh"|9|"Bijnor"|134|"Rural"|476873|240417|50%
"Uttar Pradesh"|9|"Bijnor"|134|"Urban"|151935|140320|92%
"Uttar Pradesh"|9|"Moradabad"|135|"Total"|784739|496107|63%
"Uttar Pradesh"|9|"Moradabad"|135|"Rural"|520831|248974|48%
"Uttar Pradesh"|9|"Moradabad"|135|"Urban"|263908|247133|94%
"Uttar Pradesh"|9|"Rampur"|136|"Total"|393441|260618|66%
"Uttar Pradesh"|9|"Rampur"|136|"Rural"|291440|164453|56%
"Uttar Pradesh"|9|"Rampur"|136|"Urban"|102001|96165|94%
"Uttar Pradesh"|9|"Jyotiba Phule Nagar"|137|"Total"|312836|166582|53%
"Uttar Pradesh"|9|"Jyotiba Phule Nagar"|137|"Rural"|234453|94465|40%
"Uttar Pradesh"|9|"Jyotiba Phule Nagar"|137|"Urban"|78383|72117|92%
"Uttar Pradesh"|9|"Meerut"|138|"Total"|568745|421643|74%
"Uttar Pradesh"|9|"Meerut"|138|"Rural"|268299|142479|53%
"Uttar Pradesh"|9|"Meerut"|138|"Urban"|300446|279164|93%
"Uttar Pradesh"|9|"Baghpat"|139|"Total"|207090|134051|65%
"Uttar Pradesh"|9|"Baghpat"|139|"Rural"|162811|95767|59%
"Uttar Pradesh"|9|"Baghpat"|139|"Urban"|44279|38284|86%
"Uttar Pradesh"|9|"Ghaziabad"|140|"Total"|829843|701900|85%
"Uttar Pradesh"|9|"Ghaziabad"|140|"Rural"|242727|145152|60%
"Uttar Pradesh"|9|"Ghaziabad"|140|"Urban"|587116|556748|95%
"Uttar Pradesh"|9|"Gautam Budh Nagar"|141|"Total"|316278|245877|78%
"Uttar Pradesh"|9|"Gautam Budh Nagar"|141|"Rural"|109179|56392|52%
"Uttar Pradesh"|9|"Gautam Budh Nagar"|141|"Urban"|207099|189485|91%
"Uttar Pradesh"|9|"Bulandshahar"|142|"Total"|582676|257848|44%
"Uttar Pradesh"|9|"Bulandshahar"|142|"Rural"|438742|135518|31%
"Uttar Pradesh"|9|"Bulandshahar"|142|"Urban"|143934|122330|85%
"Uttar Pradesh"|9|"Aligarh"|143|"Total"|604612|254141|42%
"Uttar Pradesh"|9|"Aligarh"|143|"Rural"|406432|86965|21%
"Uttar Pradesh"|9|"Aligarh"|143|"Urban"|198180|167176|84%
"Uttar Pradesh"|9|"Mahamaya Nagar"|144|"Total"|259194|73875|29%
"Uttar Pradesh"|9|"Mahamaya Nagar"|144|"Rural"|204968|33902|17%
"Uttar Pradesh"|9|"Mahamaya Nagar"|144|"Urban"|54946|39973|73%
"Uttar Pradesh"|9|"Mathura"|145|"Total"|410783|154472|38%
"Uttar Pradesh"|9|"Mathura"|145|"Rural"|290944|57115|20%
"Uttar Pradesh"|9|"Mathura"|145|"Urban"|119839|97357|81%
"Uttar Pradesh"|9|"Agra"|146|"Total"|672610|311695|46%
"Uttar Pradesh"|9|"Agra"|146|"Rural"|367102|61079|17%
"Uttar Pradesh"|9|"Agra"|146|"Urban"|305508|250616|82%
"Uttar Pradesh"|9|"Firozabad"|147|"Total"|412147|146593|36%
"Uttar Pradesh"|9|"Firozabad"|147|"Rural"|271428|31039|11%
"Uttar Pradesh"|9|"Firozabad"|147|"Urban"|140719|115554|82%
"Uttar Pradesh"|9|"Mainpuri"|148|"Total"|311184|72089|23%
"Uttar Pradesh"|9|"Mainpuri"|148|"Rural"|262409|35295|13%
"Uttar Pradesh"|9|"Mainpuri"|148|"Urban"|48775|36794|75%
"Uttar Pradesh"|9|"Budaun"|149|"Total"|610904|190341|31%
"Uttar Pradesh"|9|"Budaun"|149|"Rural"|501193|105352|21%
"Uttar Pradesh"|9|"Budaun"|149|"Urban"|109711|84989|77%
"Uttar Pradesh"|9|"Bareilly"|150|"Total"|746222|462993|62%
"Uttar Pradesh"|9|"Bareilly"|150|"Rural"|475575|213134|45%
"Uttar Pradesh"|9|"Bareilly"|150|"Urban"|270647|249859|92%
"Uttar Pradesh"|9|"Pillbhit"|151|"Total"|361470|162404|45%
"Uttar Pradesh"|9|"Pillbhit"|151|"Rural"|297601|105704|36%
"Uttar Pradesh"|9|"Pillbhit"|151|"Urban"|63869|56700|89%
"Uttar Pradesh"|9|"Shahjahanpur"|152|"Total"|518201|198260|38%
"Uttar Pradesh"|9|"Shahjahanpur"|152|"Rural"|418787|112907|27%
"Uttar Pradesh"|9|"Shahjahanpur"|152|"Urban"|99414|85353|86%
"Uttar Pradesh"|9|"Kheri"|153|"Total"|710036|176324|25%
"Uttar Pradesh"|9|"Kheri"|153|"Rural"|630131|115451|18%
"Uttar Pradesh"|9|"Kheri"|153|"Urban"|79905|60873|76%
"Uttar Pradesh"|9|"Sitapur"|154|"Total"|793861|145037|18%
"Uttar Pradesh"|9|"Sitapur"|154|"Rural"|710299|84856|12%
"Uttar Pradesh"|9|"Sitapur"|154|"Urban"|83562|60181|72%
"Uttar Pradesh"|9|"Hardoi"|155|"Total"|708721|173556|24%
"Uttar Pradesh"|9|"Hardoi"|155|"Rural"|619495|107538|17%
"Uttar Pradesh"|9|"Hardoi"|155|"Urban"|89226|66018|74%
"Uttar Pradesh"|9|"Unnao"|156|"Total"|567491|141351|25%
"Uttar Pradesh"|9|"Unnao"|156|"Rural"|475335|75254|16%
"Uttar Pradesh"|9|"Unnao"|156|"Urban"|92156|66097|72%
"Uttar Pradesh"|9|"Lucknow"|157|"Total"|822591|539863|66%
"Uttar Pradesh"|9|"Lucknow"|157|"Rural"|274212|58835|21%
"Uttar Pradesh"|9|"Lucknow"|157|"Urban"|548379|481028|88%
"Uttar Pradesh"|9|"Rae Barelli"|158|"Total"|614353|112567|18%
"Uttar Pradesh"|9|"Rae Barelli"|158|"Rural"|561905|75254|13%
"Uttar Pradesh"|9|"Rae Barelli"|158|"Urban"|52448|37313|71%
"Uttar Pradesh"|9|"Farrukhabad"|159|"Total"|308056|113500|37%
"Uttar Pradesh"|9|"Farrukhabad"|159|"Rural"|239285|57307|24%
"Uttar Pradesh"|9|"Farrukhabad"|159|"Urban"|68771|56193|82%
"Uttar Pradesh"|9|"Kannauj"|160|"Total"|278738|85404|31%
"Uttar Pradesh"|9|"Kannauj"|160|"Rural"|235517|50438|21%
"Uttar Pradesh"|9|"Kannauj"|160|"Urban"|46221|34966|76%
"Uttar Pradesh"|9|"Etawah"|161|"Total"|275333|93434|34%
"Uttar Pradesh"|9|"Etawah"|161|"Rural"|214002|42295|20%
"Uttar Pradesh"|9|"Etawah"|161|"Urban"|61331|51139|83%
"Uttar Pradesh"|9|"Auraiya"|162|"Total"|248370|72893|29%
"Uttar Pradesh"|9|"Auraiya"|162|"Rural"|207674|42285|20%
"Uttar Pradesh"|9|"Auraiya"|162|"Urban"|40696|30608|75%
"Uttar Pradesh"|9|"Kanpur Dehat"|163|"Total"|329473|89107|27%
"Uttar Pradesh"|9|"Kanpur Dehat"|163|"Rural"|299000|68913|23%
"Uttar Pradesh"|9|"Kanpur Dehat"|163|"Urban"|30473|20194|66%
"Uttar Pradesh"|9|"Kanpur Nagar"|164|"Total"|821148|520077|63%
"Uttar Pradesh"|9|"Kanpur Nagar"|164|"Rural"|291529|68800|24%
"Uttar Pradesh"|9|"Kanpur Nagar"|164|"Urban"|529619|451277|85%
"Uttar Pradesh"|9|"Jalaun"|165|"Total"|287219|114634|40%
"Uttar Pradesh"|9|"Jalaun"|165|"Rural"|216920|61478|28%
"Uttar Pradesh"|9|"Jalaun"|165|"Urban"|70299|53156|76%
"Uttar Pradesh"|9|"Jhansi"|166|"Total"|358220|147302|41%
"Uttar Pradesh"|9|"Jhansi"|166|"Rural"|214711|44527|21%
"Uttar Pradesh"|9|"Jhansi"|166|"Urban"|143509|102775|72%
"Uttar Pradesh"|9|"Lalitpur"|167|"Total"|217878|42178|19%
"Uttar Pradesh"|9|"Lalitpur"|167|"Rural"|186503|22439|12%
"Uttar Pradesh"|9|"Lalitpur"|167|"Urban"|31375|19739|63%
"Uttar Pradesh"|9|"Hamirpur"|168|"Total"|209558|68771|33%
"Uttar Pradesh"|9|"Hamirpur"|168|"Rural"|171971|42932|25%
"Uttar Pradesh"|9|"Hamirpur"|168|"Urban"|37587|25839|69%
"Uttar Pradesh"|9|"Mahoba"|169|"Total"|163474|41692|26%
"Uttar Pradesh"|9|"Mahoba"|169|"Rural"|129475|23103|18%
"Uttar Pradesh"|9|"Mahoba"|169|"Urban"|33999|18589|55%
"Uttar Pradesh"|9|"Banda"|170|"Total"|322737|90787|28%
"Uttar Pradesh"|9|"Banda"|170|"Rural"|273445|54571|20%
"Uttar Pradesh"|9|"Banda"|170|"Urban"|49292|36216|73%
"Uttar Pradesh"|9|"Chitrakoot"|171|"Total"|167458|27623|16%
"Uttar Pradesh"|9|"Chitrakoot"|171|"Rural"|150784|17843|12%
"Uttar Pradesh"|9|"Chitrakoot"|171|"Urban"|16674|9780|59%
"Uttar Pradesh"|9|"Fatehpur"|172|"Total"|473021|117023|25%
"Uttar Pradesh"|9|"Fatehpur"|172|"Rural"|416615|76370|18%
"Uttar Pradesh"|9|"Fatehpur"|172|"Urban"|56406|40653|72%
"Uttar Pradesh"|9|"Pratapgarh"|173|"Total"|534254|74799|14%
"Uttar Pradesh"|9|"Pratapgarh"|173|"Rural"|506922|57279|11%
"Uttar Pradesh"|9|"Pratapgarh"|173|"Urban"|27332|17520|64%
"Uttar Pradesh"|9|"Kaushambi"|174|"Total"|276393|46197|17%
"Uttar Pradesh"|9|"Kaushambi"|174|"Rural"|254926|35156|14%
"Uttar Pradesh"|9|"Kaushambi"|174|"Urban"|21467|11041|51%
"Uttar Pradesh"|9|"Allahabad"|175|"Total"|898553|278760|31%
"Uttar Pradesh"|9|"Allahabad"|175|"Rural"|696236|108751|16%
"Uttar Pradesh"|9|"Allahabad"|175|"Urban"|202317|170009|84%
"Uttar Pradesh"|9|"Barabanki"|176|"Total"|567717|103904|18%
"Uttar Pradesh"|9|"Barabanki"|176|"Rural"|514291|67681|13%
"Uttar Pradesh"|9|"Barabanki"|176|"Urban"|53426|36226|68%
"Uttar Pradesh"|9|"Faizabad"|177|"Total"|417829|94981|23%
"Uttar Pradesh"|9|"Faizabad"|177|"Rural"|362059|52490|14%
"Uttar Pradesh"|9|"Faizabad"|177|"Urban"|55770|42491|76%
"Uttar Pradesh"|9|"Ambedkar Nagar"|178|"Total"|364457|67875|19%
"Uttar Pradesh"|9|"Ambedkar Nagar"|178|"Rural"|321866|44689|14%
"Uttar Pradesh"|9|"Ambedkar Nagar"|178|"Urban"|42591|23186|54%
"Uttar Pradesh"|9|"Sultanpur"|179|"Total"|627925|101900|16%
"Uttar Pradesh"|9|"Sultanpur"|179|"Rural"|595287|78106|13%
"Uttar Pradesh"|9|"Sultanpur"|179|"Urban"|32638|23794|73%
"Uttar Pradesh"|9|"Bahraich "|180|"Total"|595178|93687|16%
"Uttar Pradesh"|9|"Bahraich "|180|"Rural"|549894|57667|10%
"Uttar Pradesh"|9|"Bahraich "|180|"Urban"|45284|36020|80%
"Uttar Pradesh"|9|"Shrawasti "|181|"Total"|186276|22439|12%
"Uttar Pradesh"|9|"Shrawasti "|181|"Rural"|180317|18685|10%
"Uttar Pradesh"|9|"Shrawasti "|181|"Urban"|5959|3754|63%
"Uttar Pradesh"|9|"Balrampur"|182|"Total"|320991|48201|15%
"Uttar Pradesh"|9|"Balrampur"|182|"Rural"|296167|30347|10%
"Uttar Pradesh"|9|"Balrampur"|182|"Urban"|24824|17854|72%
"Uttar Pradesh"|9|"Gonda"|183|"Total"|535561|66742|12%
"Uttar Pradesh"|9|"Gonda"|183|"Rural"|500060|39374|8%
"Uttar Pradesh"|9|"Gonda"|183|"Urban"|35501|27368|77%
"Uttar Pradesh"|9|"Siddharthnagar"|184|"Total"|376477|47813|13%
"Uttar Pradesh"|9|"Siddharthnagar"|184|"Rural"|352651|36631|10%
"Uttar Pradesh"|9|"Siddharthnagar"|184|"Urban"|23826|11182|47%
"Uttar Pradesh"|9|"Basti"|185|"Total"|379790|62328|16%
"Uttar Pradesh"|9|"Basti"|185|"Rural"|358566|47032|13%
"Uttar Pradesh"|9|"Basti"|185|"Urban"|21224|15296|72%
"Uttar Pradesh"|9|"Sant Kabir Nagar"|186|"Total"|258040|38686|15%
"Uttar Pradesh"|9|"Sant Kabir Nagar"|186|"Rural"|239614|29528|12%
"Uttar Pradesh"|9|"Sant Kabir Nagar"|186|"Urban"|18426|9158|50%
"Uttar Pradesh"|9|"Mahrajganj "|187|"Total"|421701|79375|19%
"Uttar Pradesh"|9|"Mahrajganj "|187|"Rural"|400326|66900|17%
"Uttar Pradesh"|9|"Mahrajganj "|187|"Urban"|21375|12475|58%
"Uttar Pradesh"|9|"Gorakhpur "|188|"Total"|695366|213529|31%
"Uttar Pradesh"|9|"Gorakhpur "|188|"Rural"|559062|103886|19%
"Uttar Pradesh"|9|"Gorakhpur "|188|"Urban"|136304|109643|80%
"Uttar Pradesh"|9|"Kushinagar"|189|"Total"|558626|95139|17%
"Uttar Pradesh"|9|"Kushinagar"|189|"Rural"|531928|78514|15%
"Uttar Pradesh"|9|"Kushinagar"|189|"Urban"|26698|16625|62%
"Uttar Pradesh"|9|"Deoria"|190|"Total"|472564|100060|21%
"Uttar Pradesh"|9|"Deoria"|190|"Rural"|426692|71438|17%
"Uttar Pradesh"|9|"Deoria"|190|"Urban"|45872|28622|62%
"Uttar Pradesh"|9|"Azamgarh"|191|"Total"|659930|135150|20%
"Uttar Pradesh"|9|"Azamgarh"|191|"Rural"|608684|102020|17%
"Uttar Pradesh"|9|"Azamgarh"|191|"Urban"|51246|33130|65%
"Uttar Pradesh"|9|"Mau"|192|"Total"|320833|87874|27%
"Uttar Pradesh"|9|"Mau"|192|"Rural"|252219|44291|18%
"Uttar Pradesh"|9|"Mau"|192|"Urban"|68614|43583|64%
"Uttar Pradesh"|9|"Ballia"|193|"Total"|482440|124786|26%
"Uttar Pradesh"|9|"Ballia"|193|"Rural"|437289|97249|22%
"Uttar Pradesh"|9|"Ballia"|193|"Urban"|45151|27537|61%
"Uttar Pradesh"|9|"Jaunpur"|194|"Total"|666988|131852|20%
"Uttar Pradesh"|9|"Jaunpur"|194|"Rural"|615793|95087|15%
"Uttar Pradesh"|9|"Jaunpur"|194|"Urban"|51195|36765|72%
"Uttar Pradesh"|9|"Ghazipur"|195|"Total"|524961|116171|22%
"Uttar Pradesh"|9|"Ghazipur"|195|"Rural"|485939|90595|19%
"Uttar Pradesh"|9|"Ghazipur"|195|"Urban"|39022|25576|66%
"Uttar Pradesh"|9|"Chandauli"|196|"Total"|294718|74557|25%
"Uttar Pradesh"|9|"Chandauli"|196|"Rural"|256548|48150|19%
"Uttar Pradesh"|9|"Chandauli"|196|"Urban"|38170|26407|69%
"Uttar Pradesh"|9|"Varanasi"|197|"Total"|541704|295357|55%
"Uttar Pradesh"|9|"Varanasi"|197|"Rural"|301485|81600|27%
"Uttar Pradesh"|9|"Varanasi"|197|"Urban"|240219|213757|89%
"Uttar Pradesh"|9|"Sant Ravidas Nagar (Bhadohi)"|198|"Total"|219685|41397|19%
"Uttar Pradesh"|9|"Sant Ravidas Nagar (Bhadohi)"|198|"Rural"|187958|23763|13%
"Uttar Pradesh"|9|"Sant Ravidas Nagar (Bhadohi)"|198|"Urban"|31727|17634|56%
"Uttar Pradesh"|9|"Mirzapur"|199|"Total"|390819|102361|26%
"Uttar Pradesh"|9|"Mirzapur"|199|"Rural"|335481|64474|19%
"Uttar Pradesh"|9|"Mirzapur"|199|"Urban"|55338|37887|68%
"Uttar Pradesh"|9|"Sonbhadra"|200|"Total"|326918|78826|24%
"Uttar Pradesh"|9|"Sonbhadra"|200|"Rural"|267308|36667|14%
"Uttar Pradesh"|9|"Sonbhadra"|200|"Urban"|59610|42159|71%
"Uttar Pradesh"|9|"Etah"|201|"Total"|290474|57574|20%
"Uttar Pradesh"|9|"Sonbhadra"|200|"Rural"|245668|22513|9%
"Uttar Pradesh"|9|"Sonbhadra"|200|"Urban"|44806|35061|78%
"Uttar Pradesh"|9|"Kanshiram Nagar"|202|"Total"|236496|56717|24%
"Uttar Pradesh"|9|"Kanshiram Nagar"|202|"Rural"|190576|21408|11%
"Uttar Pradesh"|9|"Kanshiram Nagar"|202|"Urban"|45920|35309|77%
"Uttarakhand"|5|"Uttarkashi "|56|"Total"|66558|29106|44%
"Uttarakhand"|5|"Uttarkashi "|56|"Rural"|61149|24158|40%
"Uttarakhand"|5|"Uttarkashi "|56|"Urban"|5409|4948|91%
"Uttarakhand"|5|"Chamoli"|57|"Total"|85765|45572|53%
"Uttarakhand"|5|"Chamoli"|57|"Rural"|72744|34181|47%
"Uttarakhand"|5|"Chamoli"|57|"Urban"|13021|11391|87%
"Uttarakhand"|5|"Rudraprayag"|58|"Total"|53492|28272|53%
"Uttarakhand"|5|"Rudraprayag"|58|"Rural"|51064|26049|51%
"Uttarakhand"|5|"Rudraprayag"|58|"Urban"|2428|2223|92%
"Uttarakhand"|5|"Tehri Garhwal"|59|"Total"|133494|74477|56%
"Uttarakhand"|5|"Tehri Garhwal"|59|"Rural"|116988|58644|50%
"Uttarakhand"|5|"Tehri Garhwal"|59|"Urban"|16506|15833|96%
"Uttarakhand"|5|"Dehradun"|60|"Total"|322700|278971|86%
"Uttarakhand"|5|"Dehradun"|60|"Rural"|137051|102175|75%
"Uttarakhand"|5|"Dehradun"|60|"Urban"|185649|176796|95%
"Uttarakhand"|5|"Garhwal"|61|"Total"|161688|89437|55%
"Uttarakhand"|5|"Garhwal"|61|"Rural"|137102|66160|48%
"Uttarakhand"|5|"Garhwal"|61|"Urban"|24586|23277|95%
"Uttarakhand"|5|"Pithoragarh"|62|"Total"|111542|61543|55%
"Uttarakhand"|5|"Pithoragarh"|62|"Rural"|95130|45702|48%
"Uttarakhand"|5|"Pithoragarh"|62|"Urban"|16412|15841|97%
"Uttarakhand"|5|"Bageshwar"|63|"Total"|57712|31604|55%
"Uttarakhand"|5|"Bageshwar"|63|"Rural"|55748|29837|54%
"Uttarakhand"|5|"Bageshwar"|63|"Urban"|1964|1767|90%
"Uttarakhand"|5|"Almora"|64|"Total"|139257|76958|55%
"Uttarakhand"|5|"Almora"|64|"Rural"|126476|65214|52%
"Uttarakhand"|5|"Almora"|64|"Urban"|12781|11744|92%
"Uttarakhand"|5|"Champawat"|65|"Total"|52356|24284|46%
"Uttarakhand"|5|"Champawat"|65|"Rural"|44386|17916|40%
"Uttarakhand"|5|"Champawat"|65|"Urban"|7970|6368|80%
"Uttarakhand"|5|"Nainital"|66|"Total"|187108|148745|79%
"Uttarakhand"|5|"Nainital"|66|"Rural"|112670|78193|69%
"Uttarakhand"|5|"Nainital"|66|"Urban"|74438|70552|95%
"Uttarakhand"|5|"Udham Singh Nagar"|67|"Total"|300052|207848|69%
"Uttarakhand"|5|"Udham Singh Nagar"|67|"Rural"|194695|110871|57%
"Uttarakhand"|5|"Udham Singh Nagar"|67|"Urban"|105357|96977|92%
"Uttarakhand"|5|"Hardwar"|68|"Total"|325344|216744|67%
"Uttarakhand"|5|"Hardwar"|68|"Rural"|199642|100292|50%
"Uttarakhand"|5|"Hardwar"|68|"Urban"|125702|116452|93%
"West Bengal"|19|"Darjiling"|327|"Total"|382289|251140|66%
"West Bengal"|19|"Darjiling"|327|"Rural"|234411|122530|52%
"West Bengal"|19|"Darjiling"|327|"Urban"|147878|128610|87%
"West Bengal"|19|"Jalpaiguri"|328|"Total"|861401|428531|50%
"West Bengal"|19|"Jalpaiguri"|328|"Rural"|620432|230195|37%
"West Bengal"|19|"Jalpaiguri"|328|"Urban"|240969|198336|82%
"West Bengal"|19|"Koch Bihar"|329|"Total"|673931|399224|59%
"West Bengal"|19|"Koch Bihar"|329|"Rural"|604602|336643|56%
"West Bengal"|19|"Koch Bihar"|329|"Urban"|69329|62581|90%
"West Bengal"|19|"Uttar Dinajpur"|330|"Total"|598172|164644|28%
"West Bengal"|19|"Uttar Dinajpur"|330|"Rural"|529416|109212|21%
"West Bengal"|19|"Uttar Dinajpur"|330|"Urban"|68756|55432|81%
"West Bengal"|19|"Dakshin Dinajpur"|331|"Total"|396221|145974|37%
"West Bengal"|19|"Dakshin Dinajpur"|331|"Rural"|338680|93272|28%
"West Bengal"|19|"Dakshin Dinajpur"|331|"Urban"|57541|52702|92%
"West Bengal"|19|"Maldah"|332|"Total"|838938|266247|32%
"West Bengal"|19|"Maldah"|332|"Rural"|729770|185109|25%
"West Bengal"|19|"Maldah"|332|"Urban"|109168|81138|74%
"West Bengal"|19|"Murshidabad"|333|"Total"|1561892|617358|40%
"West Bengal"|19|"Murshidabad"|333|"Rural"|1282692|444813|35%
"West Bengal"|19|"Murshidabad"|333|"Urban"|279200|172545|62%
"West Bengal"|19|"Birbhum"|334|"Total"|812954|195797|24%
"West Bengal"|19|"Birbhum"|334|"Rural"|711236|133155|19%
"West Bengal"|19|"Birbhum"|334|"Urban"|101718|62642|62%
"West Bengal"|19|"Barddhaman"|335|"Total"|1705506|949552|56%
"West Bengal"|19|"Barddhaman"|335|"Rural"|1064226|490739|46%
"West Bengal"|19|"Barddhaman"|335|"Urban"|641280|458813|72%
"West Bengal"|19|"Nadla"|336|"Total"|1231856|955780|78%
"West Bengal"|19|"Nadla"|336|"Rural"|879934|627523|71%
"West Bengal"|19|"Nadla"|336|"Urban"|351922|328257|93%
"West Bengal"|19|"North Twenty Four Parganas"|337|"Total"|2283567|1998032|87%
"West Bengal"|19|"North Twenty Four Parganas"|337|"Rural"|988219|780037|79%
"West Bengal"|19|"North Twenty Four Parganas"|337|"Urban"|1295348|1217995|94%
"West Bengal"|19|"Hugli"|338|"Total"|1269438|903933|71%
"West Bengal"|19|"Hugli"|338|"Rural"|777386|467152|60%
"West Bengal"|19|"Hugli"|338|"Urban"|492052|436781|89%
"West Bengal"|19|"Bankura"|339|"Total"|756438|153487|20%
"West Bengal"|19|"Bankura"|339|"Rural"|691417|114190|17%
"West Bengal"|19|"Bankura"|339|"Urban"|65021|39297|60%
"West Bengal"|19|"Puruliya"|340|"Total"|569254|67448|12%
